date,close
15-Aug-18,6308.52
16-Aug-18,6334.73
17-Aug-18,6580.63
18-Aug-18,6423.76
19-Aug-18,6506.07
20-Aug-18,6308.53
21-Aug-18,6488.76
22-Aug-18,6376.71
23-Aug-18,6534.88
24-Aug-18,6719.96
25-Aug-18,6763.19
26-Aug-18,6707.26
27-Aug-18,6884.64
28-Aug-18,7096.28
29-Aug-18,7047.16
30-Aug-18,6978.23
31-Aug-18,7037.58
1-Sep-18,7193.25
2-Sep-18,7272.72
3-Sep-18,7260.06
4-Sep-18,7361.66
5-Sep-18,6792.83
6-Sep-18,6529.17
7-Sep-18,6467.07
8-Sep-18,6225.98
9-Sep-18,6300.86
10-Sep-18,6329.7
11-Sep-18,6321.2
12-Sep-18,6351.8
13-Sep-18,6517.31
14-Sep-18,6512.71
15-Sep-18,6543.2
16-Sep-18,6517.18
17-Sep-18,6281.2
18-Sep-18,6371.3
19-Sep-18,6398.54
20-Sep-18,6519.67
21-Sep-18,6734.95
22-Sep-18,6721.98
23-Sep-18,6710.63
24-Sep-18,6595.41
25-Sep-18,6446.47
26-Sep-18,6495
27-Sep-18,6676.75
28-Sep-18,6644.13
29-Sep-18,6601.96
30-Sep-18,6625.56
1-Oct-18,6589.62
2-Oct-18,6556.1
3-Oct-18,6502.59
4-Oct-18,6576.69
5-Oct-18,6622.48
6-Oct-18,6588.31
7-Oct-18,6602.95
8-Oct-18,6652.23
9-Oct-18,6642.64
10-Oct-18,6585.53
11-Oct-18,6256.24
12-Oct-18,6274.58
13-Oct-18,6285.99
14-Oct-18,6290.93
15-Oct-18,6596.54
16-Oct-18,6596.11
17-Oct-18,6544.43
18-Oct-18,6476.71
19-Oct-18,6465.41
20-Oct-18,6489.19
21-Oct-18,6482.35
22-Oct-18,6487.16
23-Oct-18,6475.74
24-Oct-18,6495.84
25-Oct-18,6476.29
26-Oct-18,6474.75
27-Oct-18,6480.38
28-Oct-18,6486.39
29-Oct-18,6332.63
30-Oct-18,6334.27
31-Oct-18,6317.61
1-Nov-18,6377.78
2-Nov-18,6388.44
3-Nov-18,6361.26
4-Nov-18,6376.13
5-Nov-18,6419.66
6-Nov-18,6461.01
7-Nov-18,6530.14
8-Nov-18,6453.72
9-Nov-18,6385.62
10-Nov-18,6409.22
11-Nov-18,6411.27
12-Nov-18,6371.27
13-Nov-18,6359.49
14-Nov-18,5738.35
15-Nov-18,5648.03
16-Nov-18,5575.55
17-Nov-18,5554.33
18-Nov-18,5623.54
19-Nov-18,4871.49
20-Nov-18,4451.87
21-Nov-18,4602.17
22-Nov-18,4365.94
23-Nov-18,4347.11
24-Nov-18,3880.76
25-Nov-18,4009.97
26-Nov-18,3779.13
27-Nov-18,3820.72
28-Nov-18,4257.42
29-Nov-18,4278.85
30-Nov-18,4017.27
1-Dec-18,4214.67
2-Dec-18,4139.88
3-Dec-18,3894.13
4-Dec-18,3956.89
5-Dec-18,3753.99
6-Dec-18,3521.1
7-Dec-18,3419.94
8-Dec-18,3476.11
9-Dec-18,3614.23
10-Dec-18,3502.66
11-Dec-18,3424.59
12-Dec-18,3486.95
13-Dec-18,3313.68
14-Dec-18,3242.48
15-Dec-18,3236.76
16-Dec-18,3252.84
17-Dec-18,3545.86
18-Dec-18,3696.06
19-Dec-18,3745.95
20-Dec-18,4134.44
21-Dec-18,3896.54
